10:43:40.658 [AWT-EventQueue-0] INFO  c.b.MainFrame - init version:2
10:47:14.165 [pool-2-thread-3] INFO  c.b.DriverFactory - window
10:47:14.946 [pool-2-thread-1] INFO  c.b.DriverFactory - timeouts
10:47:14.957 [pool-2-thread-1] INFO  c.b.DriverFactory - window
10:47:15.514 [pool-2-thread-5] INFO  c.b.DriverFactory - timeouts
10:47:15.553 [pool-2-thread-5] INFO  c.b.DriverFactory - window
10:47:15.614 [pool-2-thread-3] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (4ea81bb77dc4b74ca2481959de74b470)
10:47:16.131 [pool-2-thread-1] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (d355e0684cf694792144cbdc7ec68e87)
10:47:16.280 [pool-2-thread-2] ERROR c.b.s.Worker - doHomework error:1802A14351577
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:16.282 [pool-2-thread-2] INFO  c.b.s.Worker - doHomework
10:47:16.282 [pool-2-thread-2] INFO  c.b.s.Worker - doWork
10:47:16.282 [pool-2-thread-2] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:16.282 [pool-2-thread-2] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:16.282 [pool-2-thread-2] INFO  c.b.DriverFactory - ChromeDriver
10:47:17.171 [pool-2-thread-5] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (b27593ba8e81d874aaf8e2640bfcb929)
10:47:18.369 [pool-2-thread-4] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (956296c23be4c14dd8df8dd6aedfefd8)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:19.719 [pool-2-thread-4] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:47:19.796 [pool-2-thread-4] ERROR c.b.QuestionTask - login error:1802A14361105
10:47:20.919 [pool-2-thread-2] INFO  c.b.DriverFactory - timeouts
10:47:20.939 [pool-2-thread-2] INFO  c.b.DriverFactory - window
10:47:22.286 [pool-2-thread-2] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (f8f16118359fc0e545d29afe082dd8c0)
10:47:25.295 [pool-2-thread-4] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (956296c23be4c14dd8df8dd6aedfefd8)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:28.255 [pool-2-thread-4] INFO  c.b.QuestionTask - user:1802A14361105,pwd:230123198710042950
10:47:28.423 [pool-2-thread-3] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (4ea81bb77dc4b74ca2481959de74b470)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:29.482 [pool-2-thread-3] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:47:29.858 [pool-2-thread-3] ERROR c.b.QuestionTask - login error:1802A14351207
10:47:30.656 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (d355e0684cf694792144cbdc7ec68e87)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:30.677 [pool-2-thread-4] ERROR c.b.s.Worker - doHomework error:1802A14361105
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:30.677 [pool-2-thread-4] INFO  c.b.s.Worker - doHomework
10:47:30.677 [pool-2-thread-4] INFO  c.b.s.Worker - doWork
10:47:30.677 [pool-2-thread-4] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:30.677 [pool-2-thread-4] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:30.678 [pool-2-thread-4] INFO  c.b.DriverFactory - ChromeDriver
10:47:32.651 [pool-2-thread-2] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (f8f16118359fc0e545d29afe082dd8c0)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:33.628 [pool-2-thread-5] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (b27593ba8e81d874aaf8e2640bfcb929)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:33.785 [pool-2-thread-4] INFO  c.b.DriverFactory - timeouts
10:47:33.794 [pool-2-thread-4] INFO  c.b.DriverFactory - window
10:47:34.192 [pool-2-thread-1] INFO  c.b.QuestionTask - user:1802A14351200,pwd:232321198305014649
10:47:34.365 [pool-2-thread-5] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:47:34.454 [pool-2-thread-5] ERROR c.b.QuestionTask - login error:1802A14351667
10:47:35.221 [pool-2-thread-4] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (82d33844f8601431ed7519bf231a62c5)
10:47:36.348 [pool-2-thread-2] INFO  c.b.QuestionTask - user:1802A14351701,pwd:450922199008032368
10:47:37.153 [pool-2-thread-1] ERROR c.b.s.Worker - doHomework error:1802A14351200
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:37.154 [pool-2-thread-1] INFO  c.b.s.Worker - doHomework
10:47:37.154 [pool-2-thread-1] INFO  c.b.s.Worker - doWork
10:47:37.155 [pool-2-thread-1] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:37.155 [pool-2-thread-1] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:37.155 [pool-2-thread-1] INFO  c.b.DriverFactory - ChromeDriver
10:47:38.417 [pool-2-thread-2] ERROR c.b.s.Worker - doHomework error:1802A14351701
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:38.417 [pool-2-thread-2] INFO  c.b.s.Worker - doHomework
10:47:38.417 [pool-2-thread-2] INFO  c.b.s.Worker - doWork
10:47:38.417 [pool-2-thread-2] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:38.417 [pool-2-thread-2] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:38.417 [pool-2-thread-2] INFO  c.b.DriverFactory - ChromeDriver
10:47:40.165 [pool-2-thread-3] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (4ea81bb77dc4b74ca2481959de74b470)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:40.330 [pool-2-thread-1] INFO  c.b.DriverFactory - timeouts
10:47:40.332 [pool-2-thread-1] INFO  c.b.DriverFactory - window
10:47:41.328 [pool-2-thread-2] INFO  c.b.DriverFactory - timeouts
10:47:41.334 [pool-2-thread-2] INFO  c.b.DriverFactory - window
10:47:41.546 [pool-2-thread-1] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (ecbc60204709e6611666aedf6c8a7fd9)
10:47:42.487 [pool-2-thread-2] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (117a3e1c50b07426b82ce48d4fc494e8)
10:47:43.817 [pool-2-thread-3] INFO  c.b.QuestionTask - user:1802A14351207,pwd:451321199801142521
10:47:44.279 [pool-2-thread-5] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (b27593ba8e81d874aaf8e2640bfcb929)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:45.406 [pool-2-thread-5] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:47:45.734 [pool-2-thread-5] ERROR c.b.QuestionTask - login error:1802A14351667
10:47:46.214 [pool-2-thread-4] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (82d33844f8601431ed7519bf231a62c5)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:46.439 [pool-2-thread-3] ERROR c.b.s.Worker - doHomework error:1802A14351207
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:46.439 [pool-2-thread-3] INFO  c.b.s.Worker - doHomework
10:47:46.440 [pool-2-thread-3] INFO  c.b.s.Worker - doWork
10:47:46.441 [pool-2-thread-3] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:46.441 [pool-2-thread-3] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:46.441 [pool-2-thread-3] INFO  c.b.DriverFactory - ChromeDriver
10:47:47.593 [pool-2-thread-4] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:47:47.652 [pool-2-thread-4] ERROR c.b.QuestionTask - login error:1802A14351213
10:47:49.674 [pool-2-thread-3] INFO  c.b.DriverFactory - timeouts
10:47:49.680 [pool-2-thread-3] INFO  c.b.DriverFactory - window
10:47:50.191 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (ecbc60204709e6611666aedf6c8a7fd9)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:50.884 [pool-2-thread-3] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (9e000ab6df34c0e26105120a00b07b90)
10:47:52.331 [pool-2-thread-1] INFO  c.b.QuestionTask - user:1802A14351336,pwd:452424199304262069
10:47:54.356 [pool-2-thread-4] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (82d33844f8601431ed7519bf231a62c5)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:54.419 [pool-2-thread-5] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (b27593ba8e81d874aaf8e2640bfcb929)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:55.001 [pool-2-thread-1] ERROR c.b.s.Worker - doHomework error:1802A14351336
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:55.001 [pool-2-thread-1] INFO  c.b.s.Worker - doHomework
10:47:55.001 [pool-2-thread-1] INFO  c.b.s.Worker - doWork
10:47:55.001 [pool-2-thread-1] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:55.001 [pool-2-thread-1] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:55.002 [pool-2-thread-1] INFO  c.b.DriverFactory - ChromeDriver
10:47:56.488 [pool-2-thread-5] INFO  c.b.QuestionTask - user:1802A14351667,pwd:420684199012181048
10:47:56.632 [pool-2-thread-4] INFO  c.b.QuestionTask - user:1802A14351213,pwd:63012119871101104X
10:47:58.607 [pool-2-thread-1] INFO  c.b.DriverFactory - timeouts
10:47:58.617 [pool-2-thread-1] INFO  c.b.DriverFactory - window
10:47:59.501 [pool-2-thread-5] ERROR c.b.s.Worker - doHomework error:1802A14351667
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:59.501 [pool-2-thread-5] INFO  c.b.s.Worker - doHomework
10:47:59.501 [pool-2-thread-5] INFO  c.b.s.Worker - doWork
10:47:59.501 [pool-2-thread-5] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:59.501 [pool-2-thread-5] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:59.501 [pool-2-thread-5] INFO  c.b.DriverFactory - ChromeDriver
10:47:59.775 [pool-2-thread-1] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (4e9b7ffc3fd9653df4e38aa05e8b7724)
10:47:59.851 [pool-2-thread-2] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (117a3e1c50b07426b82ce48d4fc494e8)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:47:59.976 [pool-2-thread-4] ERROR c.b.s.Worker - doHomework error:1802A14351213
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:47:59.976 [pool-2-thread-4] INFO  c.b.s.Worker - doHomework
10:47:59.976 [pool-2-thread-4] INFO  c.b.s.Worker - doWork
10:47:59.976 [pool-2-thread-4] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:47:59.976 [pool-2-thread-4] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:47:59.977 [pool-2-thread-4] INFO  c.b.DriverFactory - ChromeDriver
10:48:00.671 [pool-2-thread-3] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (9e000ab6df34c0e26105120a00b07b90)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:48:02.724 [pool-2-thread-2] INFO  c.b.QuestionTask - user:1802A14351224,pwd:610630198410060622
10:48:02.850 [pool-2-thread-3] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:48:03.231 [pool-2-thread-3] ERROR c.b.QuestionTask - login error:1802A14351605
10:48:03.638 [pool-2-thread-5] INFO  c.b.DriverFactory - timeouts
10:48:03.658 [pool-2-thread-5] INFO  c.b.DriverFactory - window
10:48:04.680 [pool-2-thread-4] INFO  c.b.DriverFactory - timeouts
10:48:04.682 [pool-2-thread-4] INFO  c.b.DriverFactory - window
10:48:04.877 [pool-2-thread-5] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (7cf639dea38c3bde2d28e307acd80515)
10:48:05.363 [pool-2-thread-2] ERROR c.b.s.Worker - doHomework error:1802A14351224
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:48:05.363 [pool-2-thread-2] INFO  c.b.s.Worker - doHomework
10:48:05.364 [pool-2-thread-2] INFO  c.b.s.Worker - doWork
10:48:05.364 [pool-2-thread-2] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:48:05.364 [pool-2-thread-2] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:48:05.364 [pool-2-thread-2] INFO  c.b.DriverFactory - ChromeDriver
10:48:06.125 [pool-2-thread-4] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (b94124d8241fbbad2f8180eef9071e38)
10:48:06.215 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (4e9b7ffc3fd9653df4e38aa05e8b7724)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:48:06.799 [pool-2-thread-1] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:48:06.811 [pool-2-thread-1] ERROR c.b.QuestionTask - login error:1802A14361141
10:48:09.266 [pool-2-thread-2] INFO  c.b.DriverFactory - timeouts
10:48:09.273 [pool-2-thread-2] INFO  c.b.DriverFactory - window
10:48:09.471 [pool-2-thread-3] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (9e000ab6df34c0e26105120a00b07b90)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:48:10.553 [pool-2-thread-2] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (54bdd6c6280254338ad4e1ab16b786bb)
10:48:12.216 [pool-2-thread-5] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (7cf639dea38c3bde2d28e307acd80515)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:48:12.297 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (4e9b7ffc3fd9653df4e38aa05e8b7724)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:48:12.973 [pool-2-thread-1] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:48:13.086 [pool-2-thread-1] ERROR c.b.QuestionTask - login error:1802A14361141
10:48:13.687 [pool-2-thread-3] INFO  c.b.QuestionTask - user:1802A14351605,pwd:452223199206031542
10:48:15.457 [pool-2-thread-5] INFO  c.b.QuestionTask - user:1802A14351614,pwd:360781198910215524
